SPRAT ID,Scientific Name,Common Name,URL,Percentage of the species modelled likely and known distribution within fire affected areas,Type,EPBC Act listed Threatened Status,EPBC Act listed Migratory Status,Range states and territories
612,Myiagra cyanoleuca,Satin Flycatcher,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=612,10 to <30%,Bird,,Listed,"ACT, NSW, Qld, SA, Tas, Vic"
59550,Nangura spinosa,Nangur Spiny Skink,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59550,10 to <30%,Reptile,Critically Endangered,,Qld
6404,Neoastelia spectabilis,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6404,10 to <30%,Plant,Vulnerable,,NSW
81858,Notelaea ipsviciensis,Cooneana Olive,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81858,10 to <30%,Plant,Critically Endangered,,Qld
21881,Olearia astroloba,Marble Daisy-bush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21881,10 to <30%,Plant,Vulnerable,,Vic
21465,Olearia microdisca,Small-flowered Daisy-bush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21465,10 to <30%,Plant,Endangered,,SA
56207,Ozothamnus vagans,Wollumbin Dogwood,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56207,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
26335,Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26335,10 to <30%,Insect,Vulnerable,,NSW
10838,Paspalidium grandispiculatum,a grass,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10838,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
5831,Persicaria elatior,"Knotweed, Tall Knotweed",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5831,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
56267,Persoonia bargoensis,Bargo Geebung,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56267,10 to <30%,Plant,Vulnerable,,NSW
254,Petauroides volans,Greater Glider,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=254,10 to <30%,Mammal,Vulnerable,,"ACT, NSW, Qld, Vic"
5872,Phaius australis,Lesser Swamp-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5872,10 to <30%,Plant,Endangered,,"NSW, Qld"
85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85104,10 to <30%,Mammal,Vulnerable,,"ACT, NSW, Qld"
55742,Plectranthus nitidus,"Nightcap Plectranthus, Silver Plectranthus",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55742,10 to <30%,Plant,Endangered,,"NSW, Qld"
21964,Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21964,10 to <30%,Plant,Vulnerable,,"SA, Vic"
2210,Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2210,10 to <30%,Plant,Endangered,,NSW
55148,Prasophyllum wallum,Wallum Leek-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55148,10 to <30%,Plant,Vulnerable,,Qld
11233,Prostanthera cineolifera,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11233,10 to <30%,Plant,Vulnerable,,NSW
12233,Prostanthera densa,Villous Mintbush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12233,10 to <30%,Plant,Vulnerable,,NSW
26180,Pseudomugil mellis,Honey Blue-eye,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26180,10 to <30%,Fish,Vulnerable,,Qld
88,Pseudomys fumeus,"Smoky Mouse, Konoom",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88,10 to <30%,Mammal,Endangered,,"ACT, NSW, SA, Vic"
1915,Pseudophryne corroboree,Southern Corroboree Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1915,10 to <30%,Frog,Critically Endangered,,NSW
66670,Pseudophryne pengilleyi,Northern Corroboree Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66670,10 to <30%,Frog,Critically Endangered,,"ACT, NSW"
186,Pteropus poliocephalus,Grey-headed Flying-fox,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=186,10 to <30%,Mammal,Vulnerable,,"ACT, NSW, Qld, SA, Vic"
9074,Pterostylis bicornis,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9074,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
15459,Pterostylis cucullata,Leafy Greenhood,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15459,10 to <30%,Plant,Vulnerable,,"NSW, SA, Tas, Vic"
4562,Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4562,10 to <30%,Plant,Endangered,,NSW
6448,Pterostylis pulchella,Pretty Greenhood,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6448,10 to <30%,Plant,Vulnerable,,NSW
84711,Pterostylis vernalis,Halbury Rustyhood,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84711,10 to <30%,Plant,Critically Endangered,,NSW
592,Rhipidura rufifrons,Rufous Fantail,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=592,10 to <30%,Bird,,Listed,"ACT, NSW, NT, Qld, Vic, WA"
86885,Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86885,10 to <30%,Plant,Endangered,,NSW
12673,Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12673,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
8836,Sophora fraseri,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8836,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
21160,Sphenotoma drummondii,Mountain Paper-heath,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21160,10 to <30%,Plant,Endangered,,WA
13771,Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13771,10 to <30%,Plant,Vulnerable,,SA
19010,Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19010,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
83946,Symposiachrus trivirgatus,Spectacled Monarch,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83946,10 to <30%,Bird,,Listed,"NSW, Qld"
20307,Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20307,10 to <30%,Plant,Vulnerable,,NSW
21975,Tasmannia glaucifolia,Fragrant Pepperbush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21975,10 to <30%,Plant,Vulnerable,,NSW
1889,Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1889,10 to <30%,Frog,Critically Endangered,,Qld
25289,Thaumatoperla alpina,Alpine Stonefly,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25289,10 to <30%,Insect,Endangered,,Vic
4168,Thelymitra matthewsii,Spiral Sun-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4168,10 to <30%,Plant,Vulnerable,,"NSW, SA, Vic"
15202,Thesium australe,"Austral Toadflax, Toadflax",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15202,10 to <30%,Plant,Vulnerable,,"ACT, NSW, Qld, Tas, Vic"
18260,Westringia rupicola,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18260,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
86071,Wollumbinia belli,"Bell's Turtle, Western Sawshelled Turtle, Namoi River Turtle, Bell's Saw-shelled Turtle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86071,10 to <30%,Reptile,Vulnerable,,"NSW, Qld"
76215,Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76215,10 to <30%,Plant,Vulnerable,,"NSW, SA, Tas, Vic"
4146,Xerothamnella herbacea,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4146,10 to <30%,Plant,Endangered,,Qld
